beta_guilt,beta_loyalty,kappa,agent_id,ep0_outcome,ep1_outcome,snapshot_after_ep,mem_idx,tag,age,importance,guilt,loyalty,survival,fear,curiosity,emo_magnitude,mem_class
0.15,0.05,0.5,17,TIMEOUT,RESOURCE_TAKEN,9,6,timeout,42,0.5,0.00043416506121862444,0.03479466639000167,0.2,0.2,0.0,0.4352288314512203,loyalty
0.15,0.05,0.5,17,TIMEOUT,RESOURCE_TAKEN,9,7,failure,31,0.85,0.0055132238072353994,0.10195341287289517,0.3,0.2,0.0,0.6074666366801306,loyalty
0.15,0.05,0.5,17,TIMEOUT,RESOURCE_TAKEN,9,8,rescue,24,0.7,0.0,0.23359121947101794,0.1,0.1,0.0,0.433591219471018,loyalty
0.15,0.05,0.5,17,TIMEOUT,RESOURCE_TAKEN,9,9,timeout,12,0.5,0.05689670285446886,0.162108026298791,0.2,0.2,0.0,0.6190047291532599,loyalty
0.15,0.05,0.5,17,TIMEOUT,RESOURCE_TAKEN,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,4,0,seed,66,0.9,0.00022625996774021474,0.043858635907726505,0.2,0.1,0.0,0.34408489587546676,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,4,1,timeout,39,0.5,0.0007069652940665573,0.04058278628371678,0.2,0.2,0.0,0.4412897515777834,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,4,2,failure,32,0.85,0.0046862402361500894,0.0968557422292504,0.3,0.2,0.0,0.6015419824654005,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,4,3,timeout,20,0.5,0.015503812433805742,0.10754577672256257,0.2,0.2,0.0,0.5230495891563683,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,4,4,timeout,8,0.5,0.10899621001562501,0.19902612938671868,0.2,0.2,0.0,0.7080223394023437,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,4,5,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,9,0,seed,121,0.9,2.9692627851969363e-08,0.002611279810845524,0.2,0.1,0.0,0.30261130950347337,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,9,1,timeout,94,0.5,9.277671870385125e-08,0.002416240457488994,0.2,0.2,0.0,0.4024163332342077,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,9,2,failure,87,0.85,6.14986330753366e-07,0.005766650946003178,0.3,0.2,0.0,0.505767265932334,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,9,3,timeout,75,0.5,2.0346017790132846e-06,0.006403120153763253,0.2,0.2,0.0,0.4064051547555423,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,9,4,timeout,63,0.5,1.4303829058196338e-05,0.011849728171931376,0.2,0.2,0.0,0.4118640320009896,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,9,5,failure,55,0.85,0.00011154749965823534,0.029769277552764692,0.3,0.2,0.0,0.529880825052423,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,9,6,timeout,43,0.5,0.00036904030203583076,0.033054933070501585,0.2,0.2,0.0,0.43342397337253746,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,9,7,timeout,31,0.5,0.0025944582622284247,0.061172047723737126,0.2,0.2,0.0,0.4637665059859656,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,9,8,failure,24,0.85,0.01719780985220789,0.14599451216938614,0.3,0.2,0.0,0.6631923220215941,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,9,9,timeout,12,0.5,0.05689670285446886,0.162108026298791,0.2,0.2,0.0,0.6190047291532599,loyalty
0.15,0.05,0.5,18,TIMEOUT,RESOURCE_TAKEN,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,4,0,seed,74,0.9,6.165369740485244e-05,0.029096715149653864,0.2,0.1,0.0,0.32915836884705874,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,4,1,timeout,47,0.5,0.00019264134416459134,0.02692344957925523,0.2,0.2,0.0,0.42711609092341984,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,4,2,failure,36,0.85,0.0024462466922718223,0.07888960739411338,0.3,0.2,0.0,0.5813358540863852,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,4,3,timeout,24,0.5,0.008093086989274306,0.08759670730163172,0.2,0.2,0.0,0.49568979429090604,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,4,4,timeout,12,0.5,0.05689670285446886,0.162108026298791,0.2,0.2,0.0,0.6190047291532599,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,9,0,seed,134,0.9,3.59000182570638e-09,0.0013404798181251526,0.2,0.1,0.0,0.301340483408127,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,9,1,timeout,107,0.5,1.1217214966299538e-08,0.0012403579101516239,0.2,0.2,0.0,0.4012403691273666,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,9,2,failure,96,0.85,1.4244125593500653e-07,0.0036344283548063613,0.3,0.2,0.0,0.5036345707960623,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,9,3,timeout,84,0.5,4.7124825095742934e-07,0.004035562697305039,0.2,0.2,0.0,0.404036033945556,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,9,4,timeout,72,0.5,3.3130092066163804e-06,0.00746828418575682,0.2,0.2,0.0,0.40747159719496345,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,9,5,timeout,60,0.5,2.329139679738871e-05,0.013820939696085584,0.2,0.2,0.0,0.413844231092883,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,9,6,timeout,48,0.5,0.00016374514253990265,0.025577277100292468,0.2,0.2,0.0,0.4257410222428324,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,9,7,timeout,36,0.5,0.0011511749140102703,0.04733376443646804,0.2,0.2,0.0,0.44848493935047834,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,9,8,timeout,24,0.5,0.008093086989274306,0.08759670730163172,0.2,0.2,0.0,0.49568979429090604,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,9,9,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,0.5,19,TIMEOUT,RESOURCE_TAKEN,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,4,0,seed,62,0.9,0.0004334430243703303,0.05384689915851046,0.2,0.1,0.0,0.35428034218288074,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,4,1,rescue,40,0.7,0.0,0.10280972525208247,0.1,0.1,0.0,0.3028097252520825,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,4,2,timeout,28,0.5,0.00422464199019487,0.07134806557659966,0.2,0.2,0.0,0.47557270756679454,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,4,3,failure,20,0.85,0.032945601421837174,0.17924296120427088,0.3,0.2,0.0,0.712188562626108,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,4,4,timeout,8,0.5,0.10899621001562501,0.19902612938671868,0.2,0.2,0.0,0.7080223394023437,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,4,5,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,9,0,seed,121,0.9,2.9692627851969363e-08,0.002611279810845524,0.2,0.1,0.0,0.30261130950347337,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,9,1,rescue,99,0.7,0.0,0.004985708817123364,0.1,0.1,0.0,0.20498570881712336,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,9,2,timeout,87,0.5,2.8940533211923127e-07,0.003459990567601907,0.2,0.2,0.0,0.40346027997293404,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,9,3,failure,79,0.85,2.2569090454253613e-06,0.008692302307901882,0.3,0.2,0.0,0.5086945592169473,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,9,4,timeout,67,0.5,7.466688167310101e-06,0.009651677656839178,0.2,0.2,0.0,0.4096591443450065,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,9,5,failure,59,0.85,5.822849199347171e-05,0.024247262624711545,0.3,0.2,0.0,0.5243054911167051,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,9,6,timeout,47,0.5,0.00019264134416459134,0.02692344957925523,0.2,0.2,0.0,0.42711609092341984,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,9,7,timeout,35,0.5,0.0013543234282473767,0.04982501519628215,0.2,0.2,0.0,0.4511793386245295,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,9,8,failure,24,0.85,0.01719780985220789,0.14599451216938614,0.3,0.2,0.0,0.6631923220215941,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,9,9,timeout,12,0.5,0.05689670285446886,0.162108026298791,0.2,0.2,0.0,0.6190047291532599,loyalty
0.15,0.05,0.5,20,PARTNER_RESCUED,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,4,0,seed,70,0.9,0.00011810911728519045,0.035723133063317654,0.2,0.1,0.0,0.33584124218060285,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,4,1,timeout,43,0.5,0.00036904030203583076,0.033054933070501585,0.2,0.2,0.0,0.43342397337253746,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,4,2,failure,31,0.85,0.0055132238072353994,0.10195341287289517,0.3,0.2,0.0,0.6074666366801306,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,4,3,timeout,19,0.5,0.01823977933388911,0.11320608076059219,0.2,0.2,0.0,0.5314458600944814,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,4,4,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,9,0,seed,125,0.9,1.549973731765208e-08,0.002126903726432497,0.2,0.1,0.0,0.30212691922616985,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,9,1,timeout,98,0.5,4.843002701790224e-08,0.0019680429541276447,0.2,0.2,0.0,0.4019680913841547,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,9,2,failure,86,0.85,7.235133302980777e-07,0.006070158890529661,0.3,0.2,0.0,0.50607088240386,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,9,3,timeout,74,0.5,2.393649151780335e-06,0.00674012647764553,0.2,0.2,0.0,0.40674252012679735,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,9,4,failure,67,0.85,1.586671235553395e-05,0.016086129428065293,0.3,0.2,0.0,0.5161019961404208,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,9,5,timeout,55,0.5,5.249294101564023e-05,0.017861566531658827,0.2,0.2,0.0,0.41791405947267446,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,9,6,failure,43,0.85,0.0007842106418261395,0.055091555117502626,0.3,0.2,0.0,0.5558757657593287,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,9,7,timeout,31,0.5,0.0025944582622284247,0.061172047723737126,0.2,0.2,0.0,0.4637665059859656,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,9,8,timeout,19,0.5,0.01823977933388911,0.11320608076059219,0.2,0.2,0.0,0.5314458600944814,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,9,9,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,0.5,21,TIMEOUT,RESOURCE_TAKEN,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,4,0,seed,71,0.9,0.00010039274969241188,0.03393697641015177,0.2,0.1,0.0,0.33403736915984417,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,4,1,timeout,44,0.5,0.0003136842567304561,0.03140218641697651,0.2,0.2,0.0,0.431715870673707,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,4,2,timeout,32,0.5,0.002205289522894161,0.058113445337550265,0.2,0.2,0.0,0.46031873486044445,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,4,3,timeout,20,0.5,0.015503812433805742,0.10754577672256257,0.2,0.2,0.0,0.5230495891563683,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,4,4,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,9,0,seed,128,0.9,9.518776180203084e-09,0.0018235540824500616,0.2,0.1,0.0,0.30182356360122625,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,9,1,timeout,101,0.5,2.9742090342369213e-08,0.0016873508277951892,0.2,0.2,0.0,0.40168738056988557,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,9,2,timeout,89,0.5,2.0909535245614457e-07,0.0031226414872607207,0.2,0.2,0.0,0.4031228505826132,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,9,3,timeout,77,0.5,1.4699997853370982e-06,0.0057788159387713355,0.2,0.2,0.0,0.4057802859385567,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,9,4,failure,69,0.85,1.1463699676873278e-05,0.014517731808828926,0.3,0.2,0.0,0.5145291955085058,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,9,5,timeout,57,0.5,3.792614988380006e-05,0.016120063794822087,0.2,0.2,0.0,0.4161579899447059,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,9,6,failure,46,0.85,0.00048160336041147783,0.04723412206886881,0.3,0.2,0.0,0.5477157254292803,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,9,7,timeout,34,0.5,0.0015933216802910314,0.05244738441713911,0.2,0.2,0.0,0.45404070609743014,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,9,8,timeout,22,0.5,0.011201504483424647,0.09706006349211271,0.2,0.2,0.0,0.5082615679755373,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,9,9,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,0.5,22,TIMEOUT,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,4,0,seed,68,0.9,0.00016347282669230514,0.03958241890672316,0.2,0.1,0.0,0.3397458917334155,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,4,1,timeout,41,0.5,0.0005107824249630876,0.03662596462105439,0.2,0.2,0.0,0.43713674704601746,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,4,2,failure,30,0.85,0.006486145655571058,0.1073193819714686,0.3,0.2,0.0,0.6138055276270397,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,4,3,rescue,23,0.7,0.0,0.2458854941800189,0.1,0.1,0.0,0.4458854941800189,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,4,4,timeout,11,0.5,0.06693729747584572,0.1706400276829379,0.2,0.2,0.0,0.6375773251587836,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,4,5,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,9,0,seed,118,0.9,4.834948561281395e-08,0.003045668244170316,0.2,0.1,0.0,0.303045716593656,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,9,1,timeout,91,0.5,1.5107139214956443e-07,0.0028181839422528,0.2,0.2,0.0,0.40281833501364495,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,9,2,failure,80,0.85,1.918372688611557e-06,0.008257687192506788,0.3,0.2,0.0,0.5082596055651953,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,9,3,rescue,73,0.7,0.0,0.018919653270583935,0.1,0.1,0.0,0.21891965327058394,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,9,4,timeout,61,0.5,1.9797687277780402e-05,0.013129892711281304,0.2,0.2,0.0,0.4131496903985591,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,9,5,failure,50,0.85,0.00025139996415579396,0.03847248763835657,0.3,0.2,0.0,0.5387238876025124,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,9,6,rescue,44,0.7,0.0,0.08373916377860398,0.1,0.1,0.0,0.283739163778604,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,9,7,timeout,32,0.5,0.002205289522894161,0.058113445337550265,0.2,0.2,0.0,0.46031873486044445,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,9,8,timeout,20,0.5,0.015503812433805742,0.10754577672256257,0.2,0.2,0.0,0.5230495891563683,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,9,9,timeout,8,0.5,0.10899621001562501,0.19902612938671868,0.2,0.2,0.0,0.7080223394023437,loyalty
0.15,0.05,0.5,23,TIMEOUT,RESOURCE_TAKEN,9,10,failure,0,0.85,0.85,0.5,0.3,0.2,0.0,1.8499999999999999,guilt
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,4,0,seed,73,0.9,7.253376165276758e-05,0.030628121210161965,0.2,0.1,0.0,0.3307006549718148,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,4,1,timeout,46,0.5,0.00022663687548775453,0.028340473241321294,0.2,0.2,0.0,0.4285671101168091,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,4,2,timeout,34,0.5,0.0015933216802910314,0.05244738441713911,0.2,0.2,0.0,0.45404070609743014,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,4,3,timeout,22,0.5,0.011201504483424647,0.09706006349211271,0.2,0.2,0.0,0.5082615679755373,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,4,4,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,9,0,seed,130,0.9,6.877315790196728e-09,0.0016457575594111804,0.2,0.1,0.0,0.30164576443672697,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,9,1,timeout,103,0.5,2.1488660272361756e-08,0.001522834122085158,0.2,0.2,0.0,0.4015228556107454,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,9,2,timeout,91,0.5,1.5107139214956443e-07,0.0028181839422528,0.2,0.2,0.0,0.40281833501364495,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,9,3,timeout,79,0.5,1.0620748449060533e-06,0.00521538138474113,0.2,0.2,0.0,0.4052164434595861,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,9,4,failure,69,0.85,1.1463699676873278e-05,0.014517731808828926,0.3,0.2,0.0,0.5145291955085058,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,9,5,timeout,57,0.5,3.792614988380006e-05,0.016120063794822087,0.2,0.2,0.0,0.4161579899447059,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,9,6,timeout,45,0.5,0.0002666316182208877,0.02983207709612768,0.2,0.2,0.0,0.4300987087143486,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,9,7,timeout,33,0.5,0.001874496094460037,0.05520777307067275,0.2,0.2,0.0,0.4570822691651328,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,9,8,timeout,21,0.5,0.01317824056873488,0.10216848788643444,0.2,0.2,0.0,0.5153467284551694,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,9,9,failure,12,0.85,0.12090549356574623,0.2701800438313183,0.3,0.2,0.0,0.8910855373970645,loyalty
0.15,0.05,0.5,24,TIMEOUT,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,4,0,seed,74,0.9,6.165369740485244e-05,0.029096715149653864,0.2,0.1,0.0,0.32915836884705874,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,4,1,timeout,47,0.5,0.00019264134416459134,0.02692344957925523,0.2,0.2,0.0,0.42711609092341984,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,4,2,timeout,35,0.5,0.0013543234282473767,0.04982501519628215,0.2,0.2,0.0,0.4511793386245295,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,4,3,failure,24,0.85,0.01719780985220789,0.14599451216938614,0.3,0.2,0.0,0.6631923220215941,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,4,4,timeout,12,0.5,0.05689670285446886,0.162108026298791,0.2,0.2,0.0,0.6190047291532599,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,4,5,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,9,0,seed,129,0.9,8.09095975317262e-09,0.0017323763783275584,0.2,0.1,0.0,0.30173238446928735,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,9,1,timeout,102,0.5,2.5280776791013832e-08,0.0016029832864054296,0.2,0.2,0.0,0.40160300856718223,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,9,2,timeout,90,0.5,1.7773104958772287e-07,0.0029665094128976843,0.2,0.2,0.0,0.40296668714394734,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,9,3,failure,79,0.85,2.2569090454253613e-06,0.008692302307901882,0.3,0.2,0.0,0.5086945592169473,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,9,4,timeout,67,0.5,7.466688167310101e-06,0.009651677656839178,0.2,0.2,0.0,0.4096591443450065,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,9,5,timeout,55,0.5,5.249294101564023e-05,0.017861566531658827,0.2,0.2,0.0,0.41791405947267446,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,9,6,failure,45,0.85,0.0005665921887193857,0.049720128493546116,0.3,0.2,0.0,0.5502867206822655,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,9,7,timeout,33,0.5,0.001874496094460037,0.05520777307067275,0.2,0.2,0.0,0.4570822691651328,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,9,8,failure,24,0.85,0.01719780985220789,0.14599451216938614,0.3,0.2,0.0,0.6631923220215941,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,9,9,timeout,12,0.5,0.05689670285446886,0.162108026298791,0.2,0.2,0.0,0.6190047291532599,loyalty
0.15,0.05,0.5,25,TIMEOUT,TIMEOUT,9,10,timeout,0,0.5,0.4,0.3,0.2,0.2,0.0,1.1,guilt
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,4,0,seed,68,0.9,0.00016347282669230514,0.03958241890672316,0.2,0.1,0.0,0.3397458917334155,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,4,1,timeout,41,0.5,0.0005107824249630876,0.03662596462105439,0.2,0.2,0.0,0.43713674704601746,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,4,2,timeout,29,0.5,0.0035909456916656396,0.06778066229776968,0.2,0.2,0.0,0.47137160798943534,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,4,3,timeout,17,0.5,0.025245369320261744,0.12543610056575313,0.2,0.2,0.0,0.550681469886015,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,4,4,failure,7,0.85,0.2724905250390624,0.34916864804687486,0.3,0.2,0.0,1.1216591730859373,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,4,5,rescue,0,0.7,0.0,0.8,0.1,0.1,0.0,1.0,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,9,0,seed,122,0.9,2.5238733674173957e-08,0.0024807158203032477,0.2,0.1,0.0,0.30248074105903694,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,9,1,timeout,95,0.5,7.886021089827356e-08,0.002295428434614544,0.2,0.2,0.0,0.40229550729482544,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,9,2,timeout,83,0.5,5.544097070087404e-07,0.004247960734005304,0.2,0.2,0.0,0.4042485151437123,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,9,3,timeout,71,0.5,3.897657890136918e-06,0.007861351774480864,0.2,0.2,0.0,0.407865249432371,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,9,4,failure,61,0.85,4.207008546528331e-05,0.021883154518802166,0.3,0.2,0.0,0.5219252246042675,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,9,5,rescue,54,0.7,0.0,0.05013773061518263,0.1,0.1,0.0,0.25013773061518263,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,9,6,failure,44,0.85,0.0006665790455522185,0.05233697736162749,0.3,0.2,0.0,0.5530035564071798,loyalty
0.15,0.05,0.5,26,TIMEOUT,TIMEOUT,9,7,timeout,32,0.5,0.002205289522894161,0.058113445337550265,0.2,0.2,0.0,0.46031873486044445,loyalty
